Department,Title,Unique_Code,GR_Date,Website_Size,PDF_URL,Pages,Downloaded_Size(Bytes),Local_File,Download_Status,Downloaded_On
Housing Department,FY 2023-24 Regarding disbursement of cess amount to Maharashtra Housing and Area Development Authority for deposit in Mumbai Building Repair and Reconstruction Board,202401091735415209,09-01-2024,319,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202401091735415209.pdf,3,326473,GR_DATASET\pdfs\Housing Department\202401091735415209.pdf,Downloaded,2026-07-27 21:35:48
Housing Department,Regarding disbursement of funds to the Scheduled Castes (SC Component) category under the Centrally Sponsored Pradhan Mantri Awas Yojana (Urban) Scheme in the financial year 2023-24 (Central Share 2216 3232) Rs.60 Crores,202401081427058509,08-01-2024,748,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202401081427058509.pdf,2,765479,GR_DATASET\pdfs\Housing Department\202401081427058509.pdf,Downloaded,2026-07-27 21:35:49
Housing Department,Regarding disbursement of funds to the Scheduled Caste (SC Component) category under the Centrally Sponsored Pradhan Mantri Awas Yojana (Urban) Scheme in the financial year 2023-24 (State share 2216 3241) Rs.40 crores,202401081427338509,08-01-2024,328,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202401081427338509.pdf,2,335885,GR_DATASET\pdfs\Housing Department\202401081427338509.pdf,Downloaded,2026-07-27 21:35:50
Housing Department,Regarding the extension of time to submit recommendations to the Government to the Task Force constituted to formulate policy regarding Alternative Housing for Project Affected Persons (PAP)....,202401081433461809,08-01-2024,137,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202401081433461809.pdf,2,140246,GR_DATASET\pdfs\Housing Department\202401081433461809.pdf,Downloaded,2026-07-27 21:35:50
Housing Department,Regarding appointment of Director for Special Purpose Company (SPV) set up for implementation of Dharavi Redevelopment Project under Dharavi Notified Area.,202401081817369109....,08-01-2024,138,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202401081817369109.....pdf,2,141565,GR_DATASET\pdfs\Housing Department\202401081817369109.....pdf,Downloaded,2026-07-27 21:35:51
Housing Department,Regarding reduction of transfer fee levied on transfer of residential rehabilitation Tenements under Slum Rehabilitation Scheme after prescribed period.,202401051240029009,15-12-2023,138,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202401051240029009.pdf,2,141065,GR_DATASET\pdfs\Housing Department\202401051240029009.pdf,Downloaded,2026-07-27 21:35:52
Housing Department,Regarding setting up of a task force to make recommendations to the Government for formulation of policy regarding Alternative Housing for Project Affected Persons (PAPs).,202311221219205209,22-11-2023,511,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202311221219205209.pdf,3,522937,GR_DATASET\pdfs\Housing Department\202311221219205209.pdf,Downloaded,2026-07-27 21:35:54
Housing Department,Regarding construction of retaining wall to protect the slum dwellers from heavy rain.,202311201203105309,20-11-2023,503,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202311201203105309.pdf,2,515410,GR_DATASET\pdfs\Housing Department\202311201203105309.pdf,Downloaded,2026-07-27 21:35:54
Housing Department,Financial Year 2023-24 Regarding disbursement of cess amount and Government contribution to Maharashtra Housing and Area Development Authority for depositing in Bombay Building Repair and Reconstruction Fund,202311101207154909,10-11-2023,143,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202311101207154909.pdf,2,146168,GR_DATASET\pdfs\Housing Department\202311101207154909.pdf,Downloaded,2026-07-27 21:35:55
Housing Department,"Regarding appointment to the post of Member (Judicial), Maharashtra Real Estate Regulatory Authority..",202311011210372409,01-11-2023,164,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202311011210372409.pdf,2,168331,GR_DATASET\pdfs\Housing Department\202311011210372409.pdf,Downloaded,2026-07-27 21:35:56
Housing Department,Distribution of Interest amount on contributory General Provident fund amount of the Maharashtra Housing Board Staff for the financial year 2022-23.,202310251129382409,25-10-2023,137,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202310251129382409.pdf,2,140259,GR_DATASET\pdfs\Housing Department\202310251129382409.pdf,Downloaded,2026-07-27 21:35:56
Housing Department,Distribution of Interest amount on contributory General Provident fund amount of the Vidharbha Housing Board Staff for the financial year 2022-23.,202310251134515909,25-10-2023,137,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202310251134515909.pdf,2,139997,GR_DATASET\pdfs\Housing Department\202310251134515909.pdf,Downloaded,2026-07-27 21:35:57
Housing Department,Regarding disbursement of State share funds (Other than SC/ST Component) corresponding to Central share received from Central Government under Pradhan Mantri Awas Yojana (Urban).,202310201817476509,20-10-2023,141,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202310201817476509.pdf,2,144242,GR_DATASET\pdfs\Housing Department\202310201817476509.pdf,Downloaded,2026-07-27 21:35:58
Housing Department,Regarding disbursement of Central Share funds (Other than SC/ST Component) received from Central Government under Pradhan Mantri Awas Yojana (Urban).,202310201821567709,20-10-2023,139,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202310201821567709.pdf,2,142830,GR_DATASET\pdfs\Housing Department\202310201821567709.pdf,Downloaded,2026-07-27 21:35:58
Housing Department,"Mauje Kumbhari under Pradhan Mantri Awas Yojana (Urban) South Solapur, Dist. Ray Nagar Housing Co. in Solapur. Regarding the provision of 15 of the project cost i.e. Rs 270 crores as seed capital from Maharashtra Nivara Fund for 30,000 shelters approved by the Federation of Operative Societies.",202310181642235909,18-10-2023,209,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202310181642235909.pdf,4,213555,GR_DATASET\pdfs\Housing Department\202310181642235909.pdf,Downloaded,2026-07-27 21:35:59
Housing Department,Regarding disbursement of Rs.10 crore from the Maharashtra Shelter Fund for administrative expenses to the State Level Project Management Unit (PMU) established for effective implementation of the Pradhan Mantri Awas Yojana (Urban).,202310111155508109,11-10-2023,213,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202310111155508109.pdf,3,218298,GR_DATASET\pdfs\Housing Department\202310111155508109.pdf,Downloaded,2026-07-27 21:36:00
Housing Department,Delegation of financial powers of Principal secretary/Additional chief secretary (housing department),202310061559083409,06-10-2023,139,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202310061559083409.pdf,3,142456,GR_DATASET\pdfs\Housing Department\202310061559083409.pdf,Downloaded,2026-07-27 21:36:00
Housing Department,Regarding implementation of Slum Rehabilitation Schemes in Mumbai Metropolitan Region through other Corporations/Authorities/Local Self-Governments on Joint Venture basis.,202309211639459209,21-09-2023,894,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202309211639459209.pdf,4,914956,GR_DATASET\pdfs\Housing Department\202309211639459209.pdf,Downloaded,2026-07-27 21:36:01
Housing Department,Regarding facilities to be extended to the registered Co-operative Housing Societies for their self-redevelopment.,202308291802019809,29-08-2023,145,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202308291802019809.pdf,3,148661,GR_DATASET\pdfs\Housing Department\202308291802019809.pdf,Downloaded,2026-07-27 21:36:02
Housing Department,"Guidelines for Actions to be taken as per amended Sections 77, 79 (A),91 (A) and 95-A of MHAD Act, 1976. For redevelopment of cessed buildings declared dangerous in the city of Mumbai as well as redevelopment of Stalled cessed buildings projects under regulation 33(6), 33(7) and 33(9) of the Development Control Rules.",202308221715038409,22-08-2023,205,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202308221715038409.pdf,14,209714,GR_DATASET\pdfs\Housing Department\202308221715038409.pdf,Downloaded,2026-07-27 21:36:02
Housing Department,Documents to be considered for the eligibility of Non residential slum dwellers/ stall holders for redeveloped tenement.,202308181802054109,18-08-2023,148,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202308181802054109.pdf,3,151934,GR_DATASET\pdfs\Housing Department\202308181802054109.pdf,Downloaded,2026-07-27 21:36:03
Housing Department,Regarding establishment of State level Project Management Unit (PMU) for effective implementation of Pradhan Mantri Awas Yojana (Urban).,202308141730315809,14-08-2023,334,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202308141730315809.pdf,12,342314,GR_DATASET\pdfs\Housing Department\202308141730315809.pdf,Downloaded,2026-07-27 21:36:04
Housing Department,Guidelines regarding allotment of with cost rehabilitation tenaments in slum rehabilitation scheme.,202308141817210609,14-08-2023,784,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202308141817210609.pdf,3,803126,GR_DATASET\pdfs\Housing Department\202308141817210609.pdf,Downloaded,2026-07-27 21:36:05
Housing Department,Regarding reduction in transfer fee levied on transfer of rehabilitation tenements/Non residential shops to close relatives under Slum Rehabilitation Scheme.,202308021928282409,02-08-2023,1303,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202308021928282409.pdf,2,1333781,GR_DATASET\pdfs\Housing Department\202308021928282409.pdf,Downloaded,2026-07-27 21:36:06
Housing Department,Regarding the extension of time to the study group appointed to recommend to the Government regarding setting up of Slum Rehabilitation Authority for other areas of the State except Slum Rehabilitation Authority Mumbai/Pune and Pimpri Chinchwad and Nagpur as well as Mumbai Metropolitan Region Slum Rehabilitation Authority (MMR-SRA).,202307181309445109,18-07-2023,900,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202307181309445109.pdf,3,921391,GR_DATASET\pdfs\Housing Department\202307181309445109.pdf,Downloaded,2026-07-27 21:36:07
Housing Department,Regarding measures to be taken for effective implementation of Pradhan Mantri Awas Yojana (Urban).,202307181324002409,17-07-2023,997,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202307181324002409.pdf,6,1021080,GR_DATASET\pdfs\Housing Department\202307181324002409.pdf,Downloaded,2026-07-27 21:36:08
Housing Department,Allocation of financial provisions for the financial year 2023-24 for the scheme Development of New Chandrapur City.,202307131450026009,13-07-2023,921,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202307131450026009.pdf,3,942864,GR_DATASET\pdfs\Housing Department\202307131450026009.pdf,Downloaded,2026-07-27 21:36:09
Housing Department,Regarding appointment of lead partner for implementation of Dharavi Redevelopment Project under Dharavi Notified Area.,202307141137205809,13-07-2023,898,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202307141137205809.pdf,3,919158,GR_DATASET\pdfs\Housing Department\202307141137205809.pdf,Downloaded,2026-07-27 21:36:10
Housing Department,Regarding the constitution of a committee in pursuance of giving approval to complete the stalled slum rehabilitation scheme.,202307121217395609,12-07-2023,888,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202307121217395609.pdf,2,909107,GR_DATASET\pdfs\Housing Department\202307121217395609.pdf,Downloaded,2026-07-27 21:36:10
Housing Department,Regarding the construction of protective wall to protect the slum dwellers situated along the drains during floods due to heavy rains.,202307101659309809,10-07-2023,888,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202307101659309809.pdf,2,909168,GR_DATASET\pdfs\Housing Department\202307101659309809.pdf,Downloaded,2026-07-27 21:36:11
Housing Department,Regarding fixation of cost for paid rehabilitation tenements under Slum Rehabilitation Scheme.,202305251320009509,25-05-2023,1071,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202305251320009509.pdf,2,1096359,GR_DATASET\pdfs\Housing Department\202305251320009509.pdf,Downloaded,2026-07-27 21:36:12
Housing Department,"To set up a committee for controlling issues regarding eligibility of mill workers, lottery allocations, getting ownership of tenement house to lottery-winner mill workers within permissible time limit.",202305161539449909,16-05-2023,144,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202305161539449909.pdf,3,146996,GR_DATASET\pdfs\Housing Department\202305161539449909.pdf,Downloaded,2026-07-27 21:36:13
Housing Department,"For Dharavi Redevelopment Project, Slum Rehabilitation Authority has provided an additional Rs. 300 crore regarding the provision of funds.",202305111712523809.....,11-05-2023,1070,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202305111712523809......pdf,0,0,GR_DATASET\pdfs\Housing Department\202305111712523809......pdf,404 Client Error: Not Found for url: https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202305111712523809......pdf,2026-07-27 21:36:13
Housing Department,"Regarding the transfer of additional charge of the post of Managing Director and Chief Executive Officer, Maharashtra Housing Development Corporation to Mr. Ajit Kawade, Deputy Secretary, Housing Department.",202305041418317409,04-05-2023,1101,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202305041418317409.pdf,2,1127630,GR_DATASET\pdfs\Housing Department\202305041418317409.pdf,Downloaded,2026-07-27 21:36:14
Housing Department,Regarding regularization of unauthorized stalls in Bombay Development Department chawls area.,202304181654594309,17-04-2023,245,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202304181654594309.pdf,6,251021,GR_DATASET\pdfs\Housing Department\202304181654594309.pdf,Downloaded,2026-07-27 21:36:15
Housing Department,"Cancellation of land acquisition Proceedings of bearing C.S.No. No.1A/1479 Byculla Division, 130 Thawar Mansion NO.2, Shivdas Chapsi Marg, Mumbai-400009 Property acquired under MHADA Act, 1976, Chapter VIII-A Section 103 (B).",202304131236475609,13-04-2023,147,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202304131236475609.pdf,0,0,GR_DATASET\pdfs\Housing Department\202304131236475609.pdf,404 Client Error: Not Found for url: https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202304131236475609.pdf,2026-07-27 21:36:17
Housing Department,"Exhibition on Construction Materials and Furniture related to Building and Construction trade by BAU, Munich and Salone Del Mobile, Milan.",202304171837240409,13-04-2023,190,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202304171837240409.pdf,2,194133,GR_DATASET\pdfs\Housing Department\202304171837240409.pdf,Downloaded,2026-07-27 21:36:17
Housing Department,Regarding setting up of Civil Service Board to make recommendations to the competent authority regarding the transfers of all the officers belonging to Maharashtra Housing and Area Development Authority and all the divisional boards under Group A and Group B (Class-I and Class-I).,202303291826386209,29-03-2023,1154,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202303291826386209.pdf,3,1181359,GR_DATASET\pdfs\Housing Department\202303291826386209.pdf,Downloaded,2026-07-27 21:36:19
Housing Department,Financial Year 2022-23 Regarding disbursement of cess amount to Maharashtra Housing and Area Development Authority for depositing in Bombay Building Repair and Reconstruction Fund...,202303311217141609,29-03-2023,167,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202303311217141609.pdf,3,171147,GR_DATASET\pdfs\Housing Department\202303311217141609.pdf,Downloaded,2026-07-27 21:36:20
Housing Department,Financial Year 2022-23 Regarding distribution of contribution amount to Maharashtra Housing and Area Development Authority for depositing in Bombay Building Repair and Reconstruction Fund...,202303311221542809,29-03-2023,167,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202303311221542809.pdf,3,171108,GR_DATASET\pdfs\Housing Department\202303311221542809.pdf,Downloaded,2026-07-27 21:36:21
Housing Department,Allocation of financial provisions for the financial year 2022-23 for the scheme Development of New Chandrapur City.,202303242017197609,24-03-2023,148,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202303242017197609.pdf,3,151840,GR_DATASET\pdfs\Housing Department\202303242017197609.pdf,Downloaded,2026-07-27 21:36:21
Housing Department,Regarding Publication of Annexure-2 ( Original Supplementary) on Official website of the slum Rehabilitation Authority which already Prepared and is to be prepared in slum Rehabilitation Scheme.,202303201824083109,20-03-2023,614,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202303201824083109.pdf,4,628781,GR_DATASET\pdfs\Housing Department\202303201824083109.pdf,Downloaded,2026-07-27 21:36:22
Housing Department,Regarding revising the permissible mat area and income limit for the categories of Very Low Income Group (EWS) / Low Income Group (LIG) / Middle Income Group (MIG) / High Income Group (HIG) for housing projects implemented through MHADA.,202303161811132009,16-03-2023,1526,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202303161811132009.pdf,3,1562637,GR_DATASET\pdfs\Housing Department\202303161811132009.pdf,Downloaded,2026-07-27 21:36:24
Housing Department,Regarding certified copies of Annexure-II Prepared in Slum Rehabilitation scheme.,202303091819320609,09-03-2023,165,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202303091819320609.pdf,2,168692,GR_DATASET\pdfs\Housing Department\202303091819320609.pdf,Downloaded,2026-07-27 21:36:25
Housing Department,Regarding the formation of a committee to examine the proposals regarding improvement in the rates of cottages in approved projects under the Pradhan Mantri Awas Yojana (Urban) before submitting them to SLAC and SLSMC as per prevailing government decision.,202303081840189109,08-03-2023,1232,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202303081840189109.pdf,4,1262057,GR_DATASET\pdfs\Housing Department\202303081840189109.pdf,Downloaded,2026-07-27 21:36:26
Housing Department,Component No.04 of Pradhan Mantri Awas Yojana (Urban) for Economically Weaker Blocks (BLC) regarding allowing more than one beneficiary of the same family to construct a multi-storied building on a common site.,202303031601531109,03-03-2023,1205,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202303031601531109.pdf,0,0,GR_DATASET\pdfs\Housing Department\202303031601531109.pdf,404 Client Error: Not Found for url: https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202303031601531109.pdf,2026-07-27 21:36:26
Housing Department,Regarding distribution of State share funds (SC/ST Component) corresponding to the Central share received from the Central Government under the Pradhan Mantri Awas Yojana (Urban).,202303031854541509,03-03-2023,233,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202303031854541509.pdf,2,238724,GR_DATASET\pdfs\Housing Department\202303031854541509.pdf,Downloaded,2026-07-27 21:36:27
Housing Department,Regarding disbursement of Central Share funds (SC/ST Component) received from Central Government under Pradhan Mantri Awas Yojana (Urban).,202303031901497509,03-03-2023,232,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202303031901497509.pdf,2,237737,GR_DATASET\pdfs\Housing Department\202303031901497509.pdf,Downloaded,2026-07-27 21:36:27
Housing Department,1) Regarding the extension of time to the committee set up by the Mumbai Building Repair and Reconstruction Board to improve the process of allotment of transit camps and through the Master list.,202303011601544309,01-03-2023,159,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202303011601544309.pdf,2,162596,GR_DATASET\pdfs\Housing Department\202303011601544309.pdf,Downloaded,2026-07-27 21:36:28
Housing Department,Financial Year 2022-23 Regarding disbursement of cess amount to Maharashtra Housing and Area Development Authority for depositing in Bombay Building Repair and Reconstruction Fund...,202302171510252109,16-02-2023,166,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202302171510252109.pdf,2,169678,GR_DATASET\pdfs\Housing Department\202302171510252109.pdf,Downloaded,2026-07-27 21:36:29
Housing Department,Financial Year 2022-23 Regarding disbursement of cess amount to Maharashtra Housing and Area Development Authority for depositing in Bombay Building Repair and Reconstruction Fund...,202302171519178809,16-02-2023,190,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202302171519178809.pdf,2,195024,GR_DATASET\pdfs\Housing Department\202302171519178809.pdf,Downloaded,2026-07-27 21:36:29
Housing Department,Regarding distribution of central share funds (Other than SC/ST Component) received from Central Government under Pradhan Mantri Awas Yojana (Urban).,202301271441292609,27-01-2023,1319,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202301271441292609.pdf,0,0,GR_DATASET\pdfs\Housing Department\202301271441292609.pdf,404 Client Error: Not Found for url: https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202301271441292609.pdf,2026-07-27 21:36:30
Housing Department,Regarding distribution of State share funds (Other than SC/ST Component) Proportional to the Central share received from the Central Government under the Pradhan Mantri Awas Yojana (Urban).,202301271450159309,27-01-2023,1913,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202301271450159309.pdf,3,1958848,GR_DATASET\pdfs\Housing Department\202301271450159309.pdf,Downloaded,2026-07-27 21:36:31
Housing Department,Allocation of financial provisions for the financial year 2022-23 for the scheme Development of New Chandrapur City.,202301201804040709,20-01-2023,178,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202301201804040709.pdf,0,0,GR_DATASET\pdfs\Housing Department\202301201804040709.pdf,404 Client Error: Not Found for url: https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202301201804040709.pdf,2026-07-27 21:36:31
Housing Department,Regarding the formation of a committee to improve the procedure for allotment of transit camps as well as master list through the Mumbai Building Repair and Reconstruction Board.,202301171622500809,17-01-2023,171,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202301171622500809.pdf,3,175538,GR_DATASET\pdfs\Housing Department\202301171622500809.pdf,Downloaded,2026-07-27 21:36:32
Housing Department,Distribution of Interest amount on contributory General Provident fund amount of the Maharashtra Housing Board Staff for the financial year 2022-23.,202301131620453409...,13-01-2023,175,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202301131620453409....pdf,0,0,GR_DATASET\pdfs\Housing Department\202301131620453409....pdf,404 Client Error: Not Found for url: https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202301131620453409....pdf,2026-07-27 21:36:33
Housing Department,Distribution of Interest amount on contributory General Provident fund amount of the Vidharbha Housing Board Staff for the financial year 2022-23.,202301131624568309,13-01-2023,167,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202301131624568309.pdf,2,170931,GR_DATASET\pdfs\Housing Department\202301131624568309.pdf,Downloaded,2026-07-27 21:36:33
Housing Department,"Mr. M. R. More, Upper Registrar Co-operative Society on deputation to the post of Chief Officer, Konkan Housing and Area Development Board, Mumbai.",202301121458497009,12-01-2023,184,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202301121458497009.pdf,2,188505,GR_DATASET\pdfs\Housing Department\202301121458497009.pdf,Downloaded,2026-07-27 21:36:34
Housing Department,"Guidelines regarding administrative approval, technical sanction, tender process of works under Maharashtra housing and area development authority",202301121539495509,12-01-2023,169,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202301121539495509.pdf,2,173353,GR_DATASET\pdfs\Housing Department\202301121539495509.pdf,Downloaded,2026-07-27 21:36:35
Housing Department,"Cluster redevelopment of old and dilapidated cessed and non-cessed buildings and plots in Gali No. 1 to 15 in Kamathipura area of South Mumbai through MHADA, under Development Control and Promotion Rules 2034, Regulation 33(9).",202301131058338309,12-01-2023,170,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202301131058338309.pdf,6,173899,GR_DATASET\pdfs\Housing Department\202301131058338309.pdf,Downloaded,2026-07-27 21:36:35
Housing Department,Regarding the appointment of the Chairperson to the Maharashtra Real Estate Appellate Tribunal.,202301051721355909,05-01-2023,139,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202301051721355909.pdf,0,0,GR_DATASET\pdfs\Housing Department\202301051721355909.pdf,404 Client Error: Not Found for url: https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202301051721355909.pdf,2026-07-27 21:36:36
Housing Department,"Regarding distribution of Tit-Bit, Plot under Maharashtra Housing and Area Development Authority.",202212301224213609,29-12-2022,142,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202212301224213609.pdf,0,0,GR_DATASET\pdfs\Housing Department\202212301224213609.pdf,404 Client Error: Not Found for url: https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202212301224213609.pdf,2026-07-27 21:36:36
Housing Department,Dharavi Redevelopment Project- Regarding the Reconstitution of the CoS.,202212121428209409...,12-12-2022,1307,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202212121428209409....pdf,0,0,GR_DATASET\pdfs\Housing Department\202212121428209409....pdf,404 Client Error: Not Found for url: https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202212121428209409....pdf,2026-07-27 21:36:37
Housing Department,Regarding taking measures to complete the stalled slum rehabilitation scheme.,202212091456486309,09-12-2022,1313,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202212091456486309.pdf,2,1344341,GR_DATASET\pdfs\Housing Department\202212091456486309.pdf,Downloaded,2026-07-27 21:36:38
Housing Department,Regarding constitution of sub-committee for site inspection and determination of households and economic feasibility study for projects in Aurangabad under Pradhan Mantri Awas Yojana (Urban).,202212091635190509,09-12-2022,167,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202212091635190509.pdf,4,170972,GR_DATASET\pdfs\Housing Department\202212091635190509.pdf,Downloaded,2026-07-27 21:36:38
Housing Department,Consideration of joint redevelopment proposal of one or more building / institute / layout under Maharashtra Housing and Area Development Authority (MHADA) without redevelopment of single buildings.,202212061612586209....,06-12-2022,135,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202212061612586209.....pdf,0,0,GR_DATASET\pdfs\Housing Department\202212061612586209.....pdf,404 Client Error: Not Found for url: https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202212061612586209.....pdf,2026-07-27 21:36:39
Housing Department,Committee under Pradhan Mantri Awas Yojana (Urban) for Aurangabad Projects.,202212061123099909,05-12-2022,1735,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202212061123099909.pdf,2,1776360,GR_DATASET\pdfs\Housing Department\202212061123099909.pdf,Downloaded,2026-07-27 21:36:40
Housing Department,Under the Pradhan Mantri Awas Yojana (Urban) the eligible beneficiaries of the projects approved by the CSMC will be allowed as state share each Rs. 1 lakh Regarding disbursement of subsidy of from Maharashtra Nivara Nidhi,202211221228353509,22-11-2022,1382,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202211221228353509.pdf,2,1415303,GR_DATASET\pdfs\Housing Department\202211221228353509.pdf,Downloaded,2026-07-27 21:36:41
Housing Department,Regarding disbursement of funds received from Central Government under Pradhan Mantri Awas Yojana (Urban).,202211171330553409,17-11-2022,1746,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202211171330553409.pdf,2,1788077,GR_DATASET\pdfs\Housing Department\202211171330553409.pdf,Downloaded,2026-07-27 21:36:42
Housing Department,"Formation of cabinet sub-committee for disposal of MHADAs Residential/Non- Residential plots under the Regulation 16 of Maharashtra Housing and Area Development (Disposal of Land), Regulation, 1982.",202211161744554309,16-11-2022,137,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202211161744554309.pdf,2,140613,GR_DATASET\pdfs\Housing Department\202211161744554309.pdf,Downloaded,2026-07-27 21:36:43
Housing Department,Clarification regarding implementation of Dharavi Redevelopment Project through revised global tendering process with additional concessions for transfer of railway land under Special Purpose Company model with mentioned terms and conditions.,202211091233066109,09-11-2022,1332,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202211091233066109.pdf,2,1363721,GR_DATASET\pdfs\Housing Department\202211091233066109.pdf,Downloaded,2026-07-27 21:36:45
Housing Department,Implementation to Senior Citizen Policy 2013.,202210101306249909,07-10-2022,1354,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202210101306249909.pdf,2,1386952,GR_DATASET\pdfs\Housing Department\202210101306249909.pdf,Downloaded,2026-07-27 21:36:46
